"","Start_Date","End_Date","Company","Lecture","Lecture_Comments","Responsive","Responsive_Comments","Student_Guide","Guide_Comment","Lab_Exercises","Lab_Comments","Classroom","Classroom_Comments","Computer","Computer_Comments","Network","Network_Comments","See_Hear","See_Hear_Comments","Years_Experience","Experience_Comments","IP_or_Telephony_Background","Background_Comments","Had_Knowledge_Skills","Knowledge_Skills_Comments","Metaswitch_Experience","Metaswitch_Exp_Comments","Attended__Appropriate_Time","Appropriate_Time_Comments","Learned_What_I_Needed","Learned_Comment","Recommend_Class","Recommend_Comments","Feedback","Instructor","Location","Course","Technical_Details"
"102","7/15/2016 4:35","7/15/2016 4:43","Charter",30,"",30,"",30,"",30,"",20,"Front of the class was hot. I was freezing in the back of the class under the AC.  ",30,"Had a small old monitor but the rest of the class had new larger ones.",30,"","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","12 to 23 months","","No","Needed this class a year ago. Now I need a more advanced class but was told I had to have this one first.","Agree","","Yes","New hires","Spend less time on telephony theory and more on the equipment.","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","  Disagree "
"103","7/15/2016 4:34","7/15/2016 4:40","Fairpoint Communications",40,"",40,"",30,"",40,"",30,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","3 to 11 months","","No","No, I would have liked to take it earlier. But this is a great course","Strongly Agree","","Yes","","Both instructors were great. Jake a breath of knowledge and experience to convey","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","Strongly Agree   "
"104","7/15/2016 4:34","7/15/2016 4:44","TDS Telecom",40,"",40,"",30,"",30,"",30,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","I feel both instructors did a great job teaching the class curriculum in a way that was understandable to all.  They were knowledgeable, helpful and did their best to ensure the class was fun.  I would highly recommend this class to others and feel their experience was the same as mine.","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","Other (please specify) Metaswitch System Overview"," Agree  "
"105","7/15/2016 4:34","7/15/2016 4:41","WIN",40,"",40,"",40,"",40,"",30,"",40,"",30,"","Strongly Agree","","One to Five Years","","IP","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","Jason Anderson helped teach the class also. He was very helpful with all my questions and easy to talk talk to. Overall I am very impressed with the course and trainers.","  Jake Livingstone         ","Denver (DTC) ","System Overview "," Agree  "
"106","7/15/2016 4:34","7/15/2016 4:40","",30,"",30,"",30,"",30,"There could have been more of this. Having equipment in the class for students to use, would also be helpful. ",40,"",40,"",40,"","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Disagree","","Yes","","N/A","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","  Disagree "
"107","7/15/2016 4:34","7/15/2016 4:39","Telepacific",40,"",40,"",40,"",40,"",30,"",30,"",30,"","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Looking forward to having some instruction on the clustered CFS.    Thanks","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview "," Agree  "
"108","7/15/2016 4:34","7/15/2016 4:42","Charter/Spectrum",30,"",30,"",30,"",30,"",40,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Disagree","","Yes","There would need to be some changes   see below","1. There was way too much focus on Telecom Basics. Not only that but a huge focus on MF trunks.. I believe that the time spent on these things could have been much better utilized by going over the SOFTWARE .. My thoughts coming into this class were that this was an overview of MetaSwitch and not telecom.   2. I thought Jason did an amazing job instructing. My understanding is that he is new and just coming into this role.  GREAT JOB.. Jake, knew his stuff but the feeling around was that he was a bit condescending towards Jason. Maybe take the attitude down a notch.    ","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","Other (please specify) Meta Overview"," Agree  "
"109","7/15/2016 4:34","7/15/2016 4:39","TEC",40,"",40,"",40,"",40,"",30,"",40,"",40,"","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","12 to 23 months","","Yes","","Strongly Agree","","Yes","","I really enjoyed the class and both instructors did really well and were super helpful...","  Jake Livingstone Jason Anderson        ","Denver (DTC) ","System Overview ","Strongly Agree   "
"110","7/15/2016 4:29","7/15/2016 4:30","",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","","","","","","","","","","","","","","","","","","           "," ","Advanced Translations ","   "
"111","7/15/2016 4:00","7/15/2016 4:05","PRTC",30,"",40,"",30,"",30,"",30,"",30,"",30,"","Agree","","One to Five Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","Translations (North American Numbering Plan version) "," Agree  "
"112","7/15/2016 3:59","7/15/2016 4:02","EPB",40,"",40,"",40,"",40,"",40,"",40,"",30,"","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","6 or more years","","No","Should have went sooner.","Strongly Agree","","Yes","","","Genaro Islas           ","Dallas (DRTC) ","Translations (North American Numbering Plan version) ","   "
"113","7/14/2016 14:37","7/14/2016 14:51","Servicios Alestra",40,"",40,"",40,"",40,"",30,"",30,"",30,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Thanks","Genaro Islas           ","Other (please specify) San Nicolas de los Garza Nuevo Leon, Mexico","Perimeta SBC Accelerated Deployment ","Strongly Agree   "
"114","7/14/2016 12:22","7/14/2016 12:30","Axtel",40,"",40,"",40,"",40,"",40,"",30,"",30,"","Strongly Agree","","Six to Ten Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"115","7/12/2016 6:18","7/12/2016 6:23","Metaswitch",40,"",40,"",30,"",40,"",40,"",30,"",30,"","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird      ","Enfield ","Translations (International version) ","Strongly Agree   "
"116","7/12/2016 6:19","7/12/2016 6:22","Msw",30,"",NA,"",30,"",30,"",NA,"",NA,"",NA,"","Strongly Agree","","","","","","Strongly Agree","","","","Yes","","Strongly Agree","","Yes","","I found this class very useful","     Phil Aird      "," ","Translations (International version) "," Agree  "
"117","7/8/2016 4:16","7/8/2016 4:20","",40,"",40,"",30,"",30,"",30,"",30,"",30,"","Strongly Agree","","Eleven to Twenty Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview "," Agree  "
"118","7/8/2016 4:14","7/8/2016 4:21","SDT",40,"",40,"",30,"",30,"",30,"",40,"",40,"","Strongly Agree","","One to Five Years","","IP","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview "," Agree  "
"119","7/8/2016 4:15","7/8/2016 4:20","",40,"",40,"",40,"",30,"",30,"",30,"",30,"","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview ","Strongly Agree   "
"120","7/8/2016 4:14","7/8/2016 4:23","Verscom",40,"",30,"",30,"",30,"",40,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","3 to 11 months","","Yes","","Disagree","There is no actual virutal enivornment to play deployment activities from scratch like installation phase,configuration phase,and learning & playing phase.We just learned last phase only.","Yes","But for first time players.","It is better to sperate this traning into the 3 phase like installation,confugration and modifcation.","     Phil Aird      ","Enfield ","Deployment Overview ","   "
"121","7/8/2016 4:14","7/8/2016 4:19","Metaswitch",30,"",40,"",30,"",30,"",30,"",30,"",40,"","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","","","Less than 3 months","","No","On my own reasearch, done before the training, I had read most of the content of the course.","Agree","","Yes","","","     Phil Aird      ","Enfield ","Deployment Overview ","  Disagree "
"122","7/8/2016 4:14","7/8/2016 4:24","Metaswitch",40,"",40,"",30,"",30,"I found being able to play around with the lab environment useful.",30,"",40,"",40,"","Strongly Agree","","Less than One Year","","Neither","","Strongly Agree","","3 to 11 months","","No","As with Q11","Agree","","Yes","Preferably to new joiners in their first month or so","","     Phil Aird      ","Enfield ","Deployment Overview ","   "
"123","7/1/2016 4:53","7/1/2016 4:56","Metaswitch",30,"",40,"",20,"",30,"",20,"",40,"",40,"","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater core"," Agree  "
"124","7/1/2016 4:52","7/1/2016 4:56","CESG",30,"",30,"",30,"",30,"it's a shame we didn't get to make calls and look at the logs, that would have been very useful.",30,"",30,"",30,"","Agree","","Eleven to Twenty Years","","Neither","","Agree","","Less than 3 months","","Yes","","Agree","","","","","      Sunny Carter     ","Enfield ","Other (please specify) clearwater core","   "
"125","7/1/2016 4:53","7/1/2016 4:56","CESG",30,"",40,"Sunny also went beyond and called experts to ask them my questions.",30,"",30,"",30,"",30,"N/A - own device",30,"","Agree","","Eleven to Twenty Years","","IP","","Agree","","Less than 3 months","","No","We attempted to deploy just reading the docs instead of going on the course.","Strongly Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater Core"," Agree  "
"126","7/1/2016 4:52","7/1/2016 4:55","",40,"",40,"",30,"",30,"Much less hands on than the Perimeta course. Go look at some logs etc. Probably because of what the CW core applicance is though",30,"",40,"",40,"","Strongly Agree","","Twenty One or More Years","","IP","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater core"," Agree  "
"127","7/1/2016 4:51","7/1/2016 4:54","",40,"",40,"",40,"",40,"",40,"",40,"",40,"","Strongly Agree","","Less than One Year","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","      Sunny Carter     ","Enfield ","Other (please specify) Clearwater Core","Strongly Agree   "
"128","7/1/2016 4:49","7/1/2016 4:57","",40,"",40,"",30,"",30,"Some lab exercises were excellent. I would suggest misconfiguring the core and then getting the class to fix it as an end-of-class workshop.",30,"",NA,"N/A",30,"","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Other (please specify) Enfield","Perimeta SBC Accelerated Deployment "," Agree  "
"129","7/1/2016 4:47","7/1/2016 4:53","Metaswitch",40,"",40,"",40,"",40,"",30,"",30,"",30,"","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"130","7/1/2016 4:46","7/1/2016 4:52","CESG",40,"",40,"",30,"",30,"",30,"",30,"Own device",30,"","Agree","","Eleven to Twenty Years","","IP","","Agree","","Less than 3 months","","No","We attempted to set up Metaswitch without the training and just reading the docs.","Agree","Would strongly agree but I'm sure I'll learn more as the deployment happens.","Yes","","There should be a section how to commission the product from 0.","      Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"131","7/1/2016 4:47","7/1/2016 4:51","",40,"Sunny was brilliant at explaining, but Phil was confusing.",40,"",30,"",30,"",40,"",40,"",20,"WiFi was slow","Strongly Agree","","Less than One Year","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","     Phil Aird Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"132","7/1/2016 4:47","7/1/2016 4:52","CESG",30,"",40,"",30,"",30,"very good to get hands on, would have loved to spend more time making calls and dissecting them in wireshark.",30,"",30,"",30,"","Agree","","Eleven to Twenty Years","","Neither","","Agree","","Less than 3 months","","Yes","","Agree","for background understanding of practicalities of SIP this was very useful.","","","","     Phil Aird Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"133","7/1/2016 4:46","7/1/2016 4:52","",40,"",40,"",40,"",30,"",30,"",40,"",20,"Wireless shonky at times - ethernet fine","Strongly Agree","","Eleven to Twenty Years","","IP","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","Phil Aird trained us on the middle day. He needs to improve his technical knowledge, pace and style of delivery. It was very obvious that we werent being trained by Sunny and that the standard of the course presentation had dipped significantly.    ","      Sunny Carter     ","Enfield ","Perimeta SBC Accelerated Deployment "," Agree  "
"134","6/24/2016 5:07","6/24/2016 5:14","Filer Mutual Telephone Co.",30,"",40,"",40,"",40,"",30,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","12 to 23 months","I have spent very little time with the SBC.","Yes","","Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"135","6/24/2016 5:08","6/24/2016 5:14","Nex-Tech",30,"",40,"",20,"Would be nice to have paper copy of entire course.",40,"",30,"AC quit one day but was repaired in a timely manner.",40,"",40,"","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"136","6/24/2016 5:08","6/24/2016 5:16","Filer Mutual Telephone Company",40,"",40,"",30,"",30,"",20,"Too hot when AC failed.",30,"",30,"","Agree","","Twenty One or More Years","","IP","","Agree","","2 to 5 years","","No","Our Metaswitch and Perimeta were commissioned 4 years ago.  This training would have been more beneficial prior to or immediately after commissioning.","Agree","","Yes","","I would actually prefer more customized training at our facility using our particular configuration.  The basic class content is good, but it is a bit ""generic.""","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"137","6/24/2016 5:07","6/24/2016 5:19","Rural Telephone/Nex-Tech",30,"",40,"",30,"",40,"More lab time would be better",30,"Was good once the a/c was working, a lot of background noise",40,"",40,"","Disagree","I think all had trouble hearing at times","Twenty One or More Years","","Telephony","I am a dinosour","Agree","","2 to 5 years","","No","Would have liked to have had this class earlier in our company's deployment, others in our company were selected before me, which is ok","Agree","","Yes","","Rockies games as a group for people training in Denver","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"138","6/24/2016 5:08","6/24/2016 5:20","Finger Lakes Technologies Group",30,"",40,"",40,"",40,"",30,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","6 or more years","","Yes","","Agree","The class could have gone more into detail on configuration examples","Yes","","I feel there could have been more to the training dealing with different configuration examples. I also feel that a virtual environment where you set up a Perimeta from scratch would be more beneficial. I also believe it would be beneficial to supply us with a virtual machine that we can use after class. Our company is at the beginning stages of deploying our first Perimeta and I will not have access to a Perimeta for the next few months until the commissioning stage is done. I will have no way to keep fresh and practice what I learned until after commissioning is complete. ","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"139","6/24/2016 5:08","6/24/2016 5:18","Mid-Rivers",30,"",40,"",30,"Would like to have a hard copy to write in for notes.  This is the 3rd class I've been too, and the first class that we didn't have hard copies of the material.",30,"",30,"AC went down for a day and it was 83 degrees in the class room",30,"",30,"","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","2 to 5 years","","No","I had already done many of the labs on my home network, ie diagnostics, service interfaces, adjacencies, etc.","Agree","","Yes","","For being in Telecom and with Metaswitch for 9 months, I think Jason did a pretty good job.  I'd like to see a more advanced troubleshooting class, or an advanced VOIP class.","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"140","6/24/2016 5:07","6/24/2016 5:14","Rural Telephone/Nex-tech",40,"",40,"",20,"Needs updated and all info correct",40,"",40,"",40,"",40,"","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","2 to 5 years","","No","It would be nice if my company would of gave me some time to work on our sbc before coming to class","Strongly Agree","","Yes","","Jason did a great job. Anytime someone had questions. He took the time to make sure they were all answered.","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"141","6/24/2016 5:07","6/24/2016 5:18","Jackson Energy Authority",30,"",30,"",40,"",40,"",30,"AC went out first part of week, Jason bought fans to cool it down the rest of the week. ",40,"",40,"","Strongly Agree","","One to Five Years","","IP","","Agree","","3 to 11 months","","Yes","","Agree","I learned quite a bit in this course, however, I feel I could have learned more if the course was separated out so that we spent more time understanding some of the configurations that are needed to be set up, as well as troubleshooting. I learned enough to begin troubleshooting, but not enough that I wont have to message the CSE's should I come across something we were not able to encounter in class. The point of this course in the end is to make me self sufficient enough in trying to troubleshoot and configure the SBC and I do not believe 1 week is enough time for both to be done. Would really like to see a separate course for troubleshooting. ","Yes","","PLEASE DO ANOTHER COURSE WEEK FOR TROUBLESHOOTING! ","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"142","6/24/2016 5:07","6/24/2016 5:12","WoW!",30,"",40,"",30,"",30,"",30,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Agree","","Yes","","","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"143","6/24/2016 5:07","6/24/2016 5:15","Telepacific Communications",40,"",40,"",40,"",40,"",30,"We had one day where the A/C was not working, Next day instructor brought in fans and A/C was repaired.",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","As stated in a previous comment, there should be an advanced Perimeta course","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","  Disagree "
"144","6/24/2016 5:07","6/24/2016 5:12","City Of LaGrange",40,"",40,"Answered all questions thoroughly ",40,"",40,"",30,"",30,"",40,"","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Agree","I would like to see an advanced Preimeta course where we can dive deeper into the different adjacencies and how things operate in a live environment, more in-depth and specific troubleshooting.","Yes","","Advanced Perimeta Class","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"145","6/23/2016 12:54","6/23/2016 13:07","BayRing/Oxford Networks",40,"",40,"Jason was able to answer my questions clearly and concisely. If he did not immediately know the answer, he was able to provide an answer before the end of the day.",40,"",40,"",40,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","6 or more years","","Yes","","Disagree","I would have liked to learned more about peering configurations as well built out a core adjacency. ","Yes","Yes, class not only provided configuration details on the Perimeta, but also a well done overview of the SIP Protocol.","I would like to see a training facility on the east coast. Having to travel across the US to attend training can sometime be a deterrent.","   Jason Anderson        ","Denver (DTC) ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"146","6/17/2016 5:28","6/17/2016 5:34","Windstream",40,"",40,"",40,"",40,"",40,"",40,"",40,"","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) windstream noc training","Strongly Agree   "
"147","6/17/2016 5:22","6/17/2016 5:31","Windstream",40,"",40,"I enjoyed the class. It was very informative. ",40,"",40,"",40,"",40,"",40,"","Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC training"," Agree  "
"148","6/17/2016 5:23","6/17/2016 5:31","Windstream",40,"",40,"",40,"",40,"",40,"",30,"",40,"","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","No","I need this earlier","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC Training","Strongly Agree   "
"149","6/17/2016 5:21","6/17/2016 5:31","",40,"",40,"",40,"",30,"",30,"",30,"",30,"","Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","no","    Dr. Michael Allen       ","Other (please specify) Live Oak FL.","Other (please specify) Windstream NOC Training"," Agree  "
"150","6/17/2016 5:21","6/17/2016 5:30","windstream",40,"",40,"",40,"",40,"",30,"",40,"",40,"","Agree","I need better glasses","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","very informative class ","    Dr. Michael Allen       ","Other (please specify) Live Oak Fl.","Other (please specify) noc meta switch training","Strongly Agree   "
"151","6/17/2016 5:20","6/17/2016 5:27","Windstream",40,"",40,"",40,"",40,"",40,"",40,"",40,"","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC Training","Strongly Agree   "
"152","6/17/2016 5:19","6/17/2016 5:26","Windstream",40,"",40,"",40,"",40,"",40,"",40,"",30,"","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Agree","","Yes","","Very Informative and useful course","    Dr. Michael Allen       ","Other (please specify) Live Oak Florida","Other (please specify) Windstream NOC Training","Strongly Agree   "
"153","6/17/2016 5:19","6/17/2016 5:26","Windstream",40,"",40,"",40,"",40,"",30,"",30,"",30,"","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","On-site at my Company Location ","Other (please specify) Windstream NOC Training"," Agree  "
"154","6/17/2016 5:19","6/17/2016 5:23","windstream",40,"",40,"",40,"",40,"",30,"",30,"",30,"","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) live oak fla.","Other (please specify) windstream noc training","Strongly Agree   "
"155","6/17/2016 5:19","6/17/2016 5:23","windstream",40,"",40,"",40,"",40,"",40,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) live oak, fl.","Other (please specify) Windstream NOC training","Strongly Agree   "
"156","6/17/2016 4:13","6/17/2016 4:17","Syringa Networks",40,"",40,"",40,"",40,"",40,"",40,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Agree","","Yes","As long as they are adequately prepared","","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"157","6/17/2016 4:03","6/17/2016 4:11","Syringa Networks",40,"",40,"",30,"",30,"",30,"",30,"",30,"","Agree","","Eleven to Twenty Years","","Telephony","","Agree","I should have had more of a background in the Metaswitch interface than I did... ","Less than 3 months","","No","Some online classes that introduce you to call flow were have enhanced my experience. I felt like I was constantly playing catch up to the call flow.","Agree","My goal was to become familiar with the call flow and become comfortable driving the boxes so I could manage a team.","Yes","Genaro is very professional and makes sure you understand the concepts. He won't give you the answers he makes you think about them. ","","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"158","6/17/2016 4:03","6/17/2016 4:11","",30,"",30,"",30,"",20,"I think some of the labs were vague in wording and didn't clearly state what was required of them.",30,"",30,"",30,"","Strongly Agree","","Six to Ten Years","","Telephony","","Agree","","12 to 23 months","","","","Agree","","No","This class doesn't relate to our switch configuration. ","I think the best scenario for training would be via webex.  If an instructor could look at our current switch configuration and see exactly how we use it then they could base a training class specifically to our needs.  This would be the most beneficial means of training for me and my co-workers.","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations ","  Disagree "
"159","6/17/2016 4:02","6/17/2016 4:12","",40,"",40,"",30,"",20,"The majority of the exercises were geared towards a configuration not used by our company",40,"",40,"",40,"","Strongly Agree","","One to Five Years","","Both IP and Telephony","","Agree","","2 to 5 years","","No","","Disagree","","Yes","But, only to a colleague that is new to the Metaswitch.  The majority of this course doesn't relate to our configuration","","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"160","6/17/2016 4:02","6/17/2016 4:36","Pioneer Telephone Cooperative",20,"It was difficult to keep up with each lesson. jumped around a lot and changed subjects.",40,"Genaro was very good about responding to questions and giving help.",30,"",20,"Seemed more Class 4 switches than Class 5",30,"",30,"would be nice to have two screens, so I don't have to have so many windows open.",30,"","Agree","","Twenty One or More Years","","Telephony","","Agree","","12 to 23 months","","Yes","","Disagree","most things do not apply to my switch and if did, did not spend enough time on the subjects","Yes","","All of the Translations class should be divided into class 5 and class 4 switches. As for presentation go through what is being done through screen shots so late for the exercises you will know what is expected and can use at a later date. The student guide has no use after the class and the lab book does not help without the instructor input. I try to make notes but there is not enough time. ","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"161","6/17/2016 4:01","6/17/2016 4:18","Intrado",30,"",30,"",30,"",30,"",40,"",30,"It would be nice to have dual monitor to handle two or more applications' presentation.  Otherwise it is OK.",30,"","Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Agree","I have the background, but not the specifics for Metaswitch.","Less than 3 months","With some preparations, readings before coming to class, listening well to a good instructor it was good.","Yes","Yes and no, I would benefit more had I have more experience.  However I gained good knowledge.","Agree","","Yes","","Perhaps more material for references, examples of real world experiences... recommendations of usage and trade offs for different implementation selection.  This may be available in Metaswitch community.   I am aware of the site and will search it after.","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"162","6/16/2016 11:26","6/16/2016 12:40","LinkBermuda",40,"",40,"",30,"",30,"",30,"",30,"",40,"","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","6 or more years","","Yes","","Strongly Agree","","","","Thank you for the encouragement and allowing us to express our own creativity and design ideas.","Genaro Islas           ","Dallas (DRTC) ","Advanced Translations "," Agree  "
"163","6/10/2016 4:54","6/10/2016 5:03","Integra",40,"",40,"",40,"",40,"",20,"This is not a Metaswitch issue.",30,"",40,"","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","Mostly Telephony","Strongly Agree","","6 or more years","","Yes","The Integra Perimeta is online, and will have live traffic in a few weeks.","Agree","The Class was very good, but there needs to be either a secondary Advanced concepts and routing section or another class.  Integra must be able to perform ENUM look lookups, and SIP REFER routing.","Yes","","The Class was very good, but there needs to be either a secondary Advanced concepts and routing section or another class.  Integra must be able to perform ENUM look lookups, and SIP REFER routing.  ","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"164","6/10/2016 4:55","6/10/2016 4:58","Integra",40,"",40,"",40,"",40,"",40,"",40,"",40,"","Strongly Agree","","Twenty One or More Years","","IP","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
